日期,来源,类别,关键词,标题,摘要,链接
2026-09-02 12:13:00,新浪财经·证券日报,公司,易明医药,易明医药：截至8月31日公司累计回购股份1041800股,本次回购符合相关法律法规的要求，符合公司既定的回购方案。（文章来源：证券日报）...,https://finance.sina.com.cn/stock/relnews/cn/2026-09-02/doc-iniqmwqs1379459.shtml?from=pcsearch
2026-09-02 08:49:58,新浪财经·财中社,公司,易明医药,易明医药已回购104万股，耗资1822万元,9月2日，易明医药（002826）发布公告，截至2026年8月31日，公司已回购104万股，占总股本的0.5464%，回购总金额为1822万元，回购价格区间为16.96元/股至17.91元/股...,https://cj.sina.com.cn/articles/view/7935425109/1d8fcfa5502001ko86?from=pcsearch
2026-09-02 08:36:58,新浪财经·格隆汇,公司,易明医药,易明医药(002826.SZ)：累计回购104.18万股公司股份,格隆汇9月2日丨易明医药(002826.SZ)公布，截至2026年8月31日，公司累计通过回购专用证券账户以集中竞价交易方式回购公司股份104....,https://finance.sina.com.cn/stock/bxjj/2026-09-02/doc-iniqmshw2808686.shtml?from=pcsearch
2026-08-31 17:43:00,东方财富·证券时报网,公司,易明医药,股东户数降幅榜：17股最新股东户数降逾一成,300770 新媒股份 25225 -0.45 2.55 传媒 300119 瑞普生物 21960 -0.42 -5.88 农林牧渔 002797 第一创业 206877 -0.42 0.76 非银金融 002590 万安科技 37546 -0.41 5.53 汽车 002826 易明医药,http://finance.eastmoney.com/a/202608313860182762.html
2026-08-28 17:08:00,东方财富·证券时报网,公司,易明医药,筹码新动向：295股筹码趋向集中,300770 新媒股份 25225 -0.45 -1.19 传媒 300119 瑞普生物 21960 -0.42 -5.88 农林牧渔 002797 第一创业 206877 -0.42 -0.46 非银金融 002590 万安科技 37546 -0.41 1.88 汽车 002826 易明医药,http://finance.eastmoney.com/a/202608283858243380.html
2026-08-28 04:00:33,新浪财经·证券之星官方微博,公司,易明医药,"易明医药：截至2026年8月20日，本公司股东数为17,825户",证券之星消息，易明医药(002826)08月27日在投资者关系平台上答复投资者关心的问题。投资者：请问8月20日股东人数是多少...,https://cj.sina.com.cn/articles/view/1850649324/6e4eaaec02002i1ms?from=pcsearch
2026-08-27 09:11:05,东方财富·界面新闻,公司,易明医药,易明医药(002826.SZ)：2026年中报净利润为6667.97万元,2026年8月27日，易明医药(002826.SZ)发布2026年中报。 　　公司营业总收入为3.60亿元，在已披露的同业公司中排名第77。归母净利润为6667.97万元，在已披露的同业公司中排名第59。经营活动现金净流入为1.74亿元。,http://finance.eastmoney.com/a/202608273855793553.html
2026-08-27 07:39:00,东方财富·数据宝,公司,易明医药,早新闻｜002155重要收购，今日复牌,易明医药：上半年净利润6667.97万元，同比增长77.54%。 　　晋亿实业：上半年净利润同比增长76.82%，拟每10股派0.5元。 　　中远海特：上半年净利润13.71亿元，同比增长66.24%。 　　松霖科技：上半年净利润同比增长66.18%，拟每10股派2.8元。,http://finance.eastmoney.com/a/202608273855416740.html
2026-08-27 07:38:19,新浪财经·时代财经,公司,易明医药,易明医药2026年半年度营收3.6亿元，同比增长15.47%,时代财经AI快讯，8月27日，易明医药（002826.SZ）发布公告，2026年半年度营业收入3.6亿元，同比增长15.47%；归属于上市公司股东的净利润为6667....,https://cj.sina.com.cn/articles/view/6372873842/17bda567202001lo8g?from=pcsearch
2026-08-26 21:19:10,东方财富·北京商报,公司,易明医药,易明医药上半年实现归属净利润约6667.97万元，同比增长77.54%,据了解，易明医药具备完整的药品研发、生产与质量控制体系，主要聚焦糖尿病慢病、妇科、消化、镇痛领域。,http://finance.eastmoney.com/a/202608263855098712.html
2026-08-26 21:06:00,东方财富·证券时报网,公司,易明医药,公告精选：华虹宏力上半年净利润同比增长436.69%；格力电器上半年净利润同比下降7.87%,亿元同比增长99.16% 　　保隆科技：上半年净利润同比增长95.79% 拟10派3.8元 　　亨通光电：光通信业务大幅增长上半年净利润同比增长93.38% 　　华海药业：上半年净利润7.71亿元同比增长88.26% 　　华鑫股份：上半年净利润同比增长79.47% 拟10派0.69元 　　易明医药,http://finance.eastmoney.com/a/202608263855094980.html
2026-08-26 20:11:06,东方财富·央广财经,公司,易明医药,易明医药2026年上半年归母净利润达6667.97万元 同比增长77.54%,8月26日，易明医药（002826.SZ）披露2026年半年报，报告期内公司实现营业收入3.6亿元，同比增长15.47%；归属于上市公司股东的净利润6667.97万元，同比增长77.54%；基本每股收益0.36元。,http://finance.eastmoney.com/a/202608263855015357.html
2026-08-26 19:37:00,东方财富·证券日报,公司,易明医药,易明医药：第四届董事会第八次会议决议公告,8月26日，易明医药发布公告称，公司第四届董事会第八次会议审议通过《关于公司〈2026年半年度报告及其摘要〉的议案》《关于向2026年限制性股票激励计划激励对象预留授予限制性股票的议案》。,http://finance.eastmoney.com/a/202608263854950425.html
2026-08-26 19:35:00,东方财富·证券日报,公司,易明医药,易明医药：关于向2026年限制性股票激励计划激励对象预留授予限制性股票的公告,8月26日，易明医药发布关于向2026年限制性股票激励计划激励对象预留授予限制性股票的公告称，公司2026年限制性股票激励计划预留授予条件已满足。,http://finance.eastmoney.com/a/202608263854948866.html
2026-08-26 19:31:00,东方财富·证券日报,公司,易明医药,易明医药：2026年半年度归属于上市公司股东的净利润同比增长77.54%,8月26日，易明医药发布2026年半年度报告摘要称，公司2026年半年度实现营业收入359，623，665.20元，同比增长15.47%；归属于上市公司股东的净利润为66，679，694.56元，同比增长77.54%。,http://finance.eastmoney.com/a/202608263854935042.html
2026-08-26 19:14:04,东方财富·上海证券报·中国证券网,公司,易明医药,易明医药上半年净利润增长78% 市场准入取得突破,易明医药聚焦糖尿病慢病、妇科、消化、镇痛领域，核心产品米格列醇片（奥恬苹®）、红金消结片（美消丹®）、蒙脱石散（贝易平®）、醋氯芬酸肠溶片（维朴芬®）、多潘立酮片（维动啉®）均纳入国家医保目录。 　　报告期内，公司持续深耕自产产品，以“稳基础、争增长”为经营主线。,http://finance.eastmoney.com/a/202608263854846323.html
2026-08-26 17:28:00,东方财富·财中社,公司,易明医药,易明医药上半年归母净利润6668万元，同比增长77.5%,8月26日，易明医药(002826)公布2026年半年报，公司营业收入为3.6亿元，同比上升15.5%；归母净利润为6668万元，同比上升77.5%；扣非归母净利润为4164万元，同比上升66.4%；经营现金流净额为1.74亿元，同比增长178.5%；EPS(全面摊薄)为0.3497,http://finance.eastmoney.com/a/202608263854699754.html
2026-08-26 17:19:17,东方财富·每日经济新闻,公司,易明医药,易明医药：上半年净利润6667.97万元，同比增长77.54%,易明医药(002826)8月26日披露半年报，2026年上半年，公司实现营业收入3.6亿元，同比增长15.47%；归属于上市公司股东的净利润6667.97万元，同比增长77.54%；基本每股收益0.36元。,http://finance.eastmoney.com/a/202608263854680037.html
2026-08-26 16:59:00,东方财富·南方财经网,公司,易明医药,易明医药：2026年半年度净利润同比增长77.54% 每股收益0.36元,南财智讯8月26日电，易明医药于2026年8月发布2026年半年度报告摘要，2026年半年度实现营业收入3.60亿元，同比增长15.47%；归属于上市公司股东的净利润6667.97万元，同比增长77.54%；基本每股收益0.36元，同比增长80.00%。,http://finance.eastmoney.com/a/202608263854656730.html
2026-08-26 14:56:49,新浪财经·智通财经网,公司,易明医药,易明医药(002826.SZ)发布半年度业绩，归母净利润6667.97万元，同比上升77.54%,2026年上半年，公司实施双线并行的经营发展战略，统筹做好存量业务守护与增量业务开拓...,https://finance.sina.com.cn/stock/hkstock/ggscyd/2026-08-26/doc-inipsezp5979621.shtml?from=pcsearch
2026-08-26 13:23:00,新浪财经·滚动播报,公司,易明医药,易明医药上半年实现归属净利润约6667.97万元，同比增长77.54%,（来源：北京商报）北京商报讯（记者 董亮 王悦彤）8月26日晚间，易明医药（002826）发布2026年半年度报告显示，公司上半年实现归属净利润约6667.97万元，同比增长77.54%...,https://finance.sina.com.cn/jjxw/2026-08-26/doc-inipsezh0781094.shtml?from=pcsearch
2026-08-26 11:25:00,新浪财经·观点地产网,公司,易明医药,易明医药上半年营收3.6亿元 净利润同比增长77.54%,观点网讯：2026年8月26日，易明医药发布2026年上半年财报。报告期内，公司实现营业收入3.6亿元，同比增长15.47%...,https://finance.sina.com.cn/stock/estate/integration/2026-08-26/doc-iniprytr6017920.shtml?from=pcsearch
2026-08-26 11:14:00,新浪财经·上海证券报,公司,易明医药,易明医药上半年净利润增长78% 市场准入取得突破,易明医药聚焦糖尿病慢病、妇科、消化、镇痛领域，核心产品米格列醇片（奥恬苹®）、红金消结片（美消丹®）、蒙脱石散（贝易平®）、醋氯芬酸肠溶片（维朴芬®）、多潘立酮片（维动啉®）均纳入国家医保目录...,https://finance.sina.com.cn/roll/2026-08-26/doc-iniprytk0858406.shtml?from=pcsearch
2026-08-26 10:27:59,新浪财经·格隆汇,公司,易明医药,易明医药(002826.SZ)：上半年净利润6667.97万元 同比上升77.54%,格隆汇8月26日丨易明医药(002826.SZ)公布半年度报告，2026年上半年，公司继续贯彻董事会战略部署，坚守主业，持续深耕自产产品，以“稳基础、争增长”为经营主线...,https://finance.sina.com.cn/stock/bxjj/2026-08-26/doc-iniprytr5986197.shtml?from=pcsearch
2026-08-26 09:17:09,新浪财经·财中社,公司,易明医药,易明医药上半年归母净利润6668万元，同比增长77.5%,公司在2026年半年度报告中提到，核心产品米格列醇片在国家组织集采1-8批协议期满品种接续采购中成功中选，稳固了全国公立医疗机构的带量采购准入资格，这为产品销量的稳健增长奠定了政策基础...,https://cj.sina.com.cn/articles/view/7935425109/1d8fcfa5502001k3vm?from=pcsearch
2026-08-26 08:52:37,新浪财经·滚动播报,公司,易明医药,易明医药：2026年上半年净利润6667.97万元，同比增长77.54%,公司计划不派发现金红利，不送红股，不以公积金转增股本...,https://finance.sina.com.cn/7x24/2026-08-26/doc-iniprumq5537141.shtml?from=pcsearch
